사업명,기준년월,시도,수급권자수,수급가구수
기초의료급여,2020-01,광주광역시,55973,37357
기초의료급여,2020-01,대전광역시,45599,32605
기초의료급여,2020-01,울산광역시,18587,14447
기초의료급여,2020-01,세종특별자치시,3738,2826
기초의료급여,2020-01,경기도,226306,171344
기초의료급여,2020-01,강원도,53292,40613
기초의료급여,2020-01,충청북도,45167,34728
기초의료급여,2020-01,충청남도,52642,40106
기초의료급여,2020-01,전라북도,80244,57018
기초의료급여,2020-01,전라남도,65837,49421
기초의료급여,2020-01,경상북도,89250,68529
기초의료급여,2020-01,경상남도,88708,68079
기초의료급여,2020-01,제주특별자치도,18544,13411
기초의료급여,2020-02,서울특별시,238188,178250
기초의료급여,2020-02,부산광역시,133357,100319
기초의료급여,2020-02,대구광역시,92137,66899
기초의료급여,2020-02,인천광역시,90267,64384
기초의료급여,2020-02,광주광역시,55981,37465
기초의료급여,2020-02,대전광역시,45647,32715
기초의료급여,2020-02,울산광역시,18725,14560
기초의료급여,2020-02,세종특별자치시,3775,2849
기초의료급여,2020-02,경기도,227286,172312
기초의료급여,2020-02,강원도,53446,40791
기초의료급여,2020-02,충청북도,45245,34844
기초의료급여,2020-02,충청남도,52658,40201
기초의료급여,2020-02,전라북도,80247,57114
기초의료급여,2020-02,전라남도,65770,49444
기초의료급여,2020-02,경상북도,89352,68738
기초의료급여,2020-02,경상남도,88992,68348
기초의료급여,2020-02,제주특별자치도,18604,13484
기초의료급여,2020-03,서울특별시,239104,179302
기초의료급여,2020-03,부산광역시,134021,100966
기초의료급여,2020-03,대구광역시,92392,67228
기초의료급여,2020-03,인천광역시,90729,64832
기초의료급여,2020-03,광주광역시,56170,37694
기초의료급여,2020-03,대전광역시,45874,32946
기초의료급여,2020-03,울산광역시,18935,14748
기초의료급여,2020-03,세종특별자치시,3761,2850
기초의료급여,2020-03,경기도,228332,173517
기초의료급여,2020-03,강원도,53705,41035
기초의료급여,2020-03,충청북도,45361,35002
기초의료급여,2020-03,충청남도,52856,40448
기초의료급여,2020-03,전라북도,80440,57391
기초의료급여,2020-03,전라남도,66016,49686
기초의료급여,2020-03,경상북도,89652,69032
기초의료급여,2020-03,경상남도,89377,68793
기초의료급여,2020-03,제주특별자치도,18668,13551
기초의료급여,2020-04,서울특별시,240153,180369
기초의료급여,2020-04,부산광역시,134584,101555
기초의료급여,2020-04,대구광역시,92614,67521
기초의료급여,2020-04,인천광역시,91182,65205
기초의료급여,2020-04,광주광역시,56245,37793
기초의료급여,2020-04,대전광역시,46036,33092
기초의료급여,2020-04,울산광역시,19065,14853
