사업명,기준년월,시도,수급권자수,수급가구수
기초생활보장(맞춤형급여) - 중복제거,2021-12,강원도,84114,63536
기초생활보장(맞춤형급여) - 중복제거,2021-12,충청북도,76619,57128
기초생활보장(맞춤형급여) - 중복제거,2021-12,충청남도,84802,64125
기초생활보장(맞춤형급여) - 중복제거,2021-12,전라북도,125438,89053
기초생활보장(맞춤형급여) - 중복제거,2021-12,전라남도,101475,76686
기초생활보장(맞춤형급여) - 중복제거,2021-12,경상북도,141175,107367
기초생활보장(맞춤형급여) - 중복제거,2021-12,경상남도,156832,115906
기초생활보장(맞춤형급여) - 중복제거,2021-12,제주특별자치도,32446,22635
기초생계급여,2021-01,서울특별시          ,228423,177717
기초생계급여,2021-01,부산광역시          ,127352,98501
기초생계급여,2021-01,대구광역시          ,86567,65146
기초생계급여,2021-01,인천광역시          ,84850,63198
기초생계급여,2021-01,광주광역시          ,49954,35299
기초생계급여,2021-01,대전광역시          ,42740,31987
기초생계급여,2021-01,울산광역시          ,17718,14335
기초생계급여,2021-01,세종특별자치시      ,3629,2807
기초생계급여,2021-01,경기도              ,208933,165465
기초생계급여,2021-01,강원도              ,48140,38117
기초생계급여,2021-01,충청북도            ,42588,33890
기초생계급여,2021-01,충청남도            ,49457,39037
기초생계급여,2021-01,전라북도            ,74354,54896
기초생계급여,2021-01,전라남도            ,59970,46187
기초생계급여,2021-01,경상북도            ,82762,65636
기초생계급여,2021-01,경상남도            ,83229,65772
기초생계급여,2021-01,제주특별자치도      ,17651,13144
기초생계급여,2021-02,서울특별시          ,231440,180339
기초생계급여,2021-02,부산광역시          ,129839,100554
기초생계급여,2021-02,대구광역시          ,88141,66445
기초생계급여,2021-02,인천광역시          ,85760,63957
기초생계급여,2021-02,광주광역시          ,50555,35781
기초생계급여,2021-02,대전광역시          ,43087,32265
기초생계급여,2021-02,울산광역시          ,18009,14581
기초생계급여,2021-02,세종특별자치시      ,3654,2830
기초생계급여,2021-02,경기도              ,211069,167289
기초생계급여,2021-02,강원도              ,48591,38539
기초생계급여,2021-02,충청북도            ,43261,34433
기초생계급여,2021-02,충청남도            ,50083,39647
기초생계급여,2021-02,전라북도            ,75407,55811
기초생계급여,2021-02,전라남도            ,60732,46943
기초생계급여,2021-02,경상북도            ,83871,66580
기초생계급여,2021-02,경상남도            ,84242,66674
기초생계급여,2021-02,제주특별자치도      ,17898,13311
기초생계급여,2021-03,서울특별시          ,237339,185219
기초생계급여,2021-03,부산광역시          ,134199,104044
기초생계급여,2021-03,대구광역시          ,90579,68410
기초생계급여,2021-03,인천광역시          ,87696,65472
기초생계급여,2021-03,광주광역시          ,51711,36723
기초생계급여,2021-03,대전광역시          ,44081,33094
기초생계급여,2021-03,울산광역시          ,18618,15092
기초생계급여,2021-03,세종특별자치시      ,3692,2872
기초생계급여,2021-03,경기도              ,216318,171697
기초생계급여,2021-03,강원도              ,50008,39781
기초생계급여,2021-03,충청북도            ,45033,35930
기초생계급여,2021-03,충청남도            ,52288,41508
기초생계급여,2021-03,전라북도            ,77729,57856
기초생계급여,2021-03,전라남도            ,63471,49441
기초생계급여,2021-03,경상북도            ,86923,69298
기초생계급여,2021-03,경상남도            ,87066,69042
기초생계급여,2021-03,제주특별자치도      ,18306,13633
기초생계급여,2021-04,서울특별시          ,241591,188673
기초생계급여,2021-04,부산광역시          ,136558,105891
기초생계급여,2021-04,대구광역시          ,91726,69380
기초생계급여,2021-04,인천광역시          ,89792,67093
기초생계급여,2021-04,광주광역시          ,52241,37210
기초생계급여,2021-04,대전광역시          ,44805,33693
기초생계급여,2021-04,울산광역시          ,18896,15326
기초생계급여,2021-04,세종특별자치시      ,3764,2929
기초생계급여,2021-04,경기도              ,220121,174887
기초생계급여,2021-04,강원도              ,50548,40273
기초생계급여,2021-04,충청북도            ,46028,36739
기초생계급여,2021-04,충청남도            ,53187,42305
기초생계급여,2021-04,전라북도            ,78929,58934
기초생계급여,2021-04,전라남도            ,64894,50749
기초생계급여,2021-04,경상북도            ,88889,70995
기초생계급여,2021-04,경상남도            ,88427,70254
기초생계급여,2021-04,제주특별자치도      ,18614,13890
